               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 317,            0.019172,             0.01671,            0.010986,             0.87547,             0.86996,             0.92732,             0.79551,            0.011809,           0.0088463,           0.0064337,           0.0079588,           0.0079588,           0.0079588
                 318,            0.018489,            0.016735,            0.011954,             0.87499,              0.8696,             0.92752,              0.7956,             0.01181,           0.0088467,            0.006431,           0.0079469,           0.0079469,           0.0079469
                 319,            0.018512,            0.016458,            0.011173,             0.87694,             0.86775,             0.92771,             0.79547,            0.011809,           0.0088464,           0.0064327,            0.007935,            0.007935,            0.007935
                 320,            0.017849,            0.016668,            0.011261,             0.87747,             0.86687,             0.92767,              0.7958,             0.01181,           0.0088475,           0.0064295,           0.0079231,           0.0079231,           0.0079231
                 321,            0.018845,             0.01646,             0.01042,             0.87321,              0.8701,              0.9276,             0.79609,            0.011808,           0.0088451,           0.0064256,           0.0079112,           0.0079112,           0.0079112
                 322,            0.018245,            0.016575,            0.011131,             0.87431,             0.86891,             0.92775,             0.79593,            0.011807,           0.0088434,           0.0064277,           0.0078993,           0.0078993,           0.0078993
                 323,            0.018065,             0.01695,            0.013143,             0.87573,             0.86745,             0.92786,              0.7961,            0.011808,           0.0088432,           0.0064364,           0.0078873,           0.0078873,           0.0078873
                 324,            0.018425,            0.016467,            0.011749,             0.87655,             0.86716,             0.92795,             0.79596,            0.011811,           0.0088437,           0.0064327,           0.0078753,           0.0078753,           0.0078753
                 325,            0.018643,            0.016639,            0.011684,             0.87634,             0.86737,               0.928,             0.79576,            0.011812,           0.0088428,           0.0064281,           0.0078633,           0.0078633,           0.0078633
                 326,            0.017903,            0.016271,            0.011379,             0.87618,             0.86792,              0.9281,             0.79587,            0.011811,           0.0088422,           0.0064291,           0.0078512,           0.0078512,           0.0078512
                 327,            0.018327,             0.01666,            0.011364,             0.87663,              0.8675,              0.9282,              0.7959,            0.011808,           0.0088402,           0.0064212,           0.0078392,           0.0078392,           0.0078392
                 328,            0.017722,            0.016657,            0.011955,             0.87784,             0.86719,             0.92836,             0.79608,            0.011806,           0.0088382,           0.0064195,           0.0078271,           0.0078271,           0.0078271
                 329,            0.018048,            0.016335,            0.011213,             0.87819,             0.86683,             0.92829,             0.79622,            0.011807,           0.0088387,           0.0064202,            0.007815,            0.007815,            0.007815
                 330,            0.017965,            0.016307,           0.0099143,             0.87822,             0.86664,             0.92835,             0.79634,            0.011804,           0.0088387,           0.0064194,           0.0078028,           0.0078028,           0.0078028
                 331,            0.018765,            0.016344,            0.011358,              0.8782,             0.86665,             0.92839,             0.79633,            0.011804,           0.0088399,           0.0064156,           0.0077907,           0.0077907,           0.0077907
                 332,            0.018331,             0.01646,             0.01064,              0.8776,             0.86691,             0.92847,             0.79648,            0.011804,           0.0088395,           0.0064097,           0.0077785,           0.0077785,           0.0077785
                 333,            0.017718,            0.015817,           0.0099081,             0.87763,             0.86601,             0.92838,             0.79645,            0.011804,           0.0088414,           0.0064096,           0.0077663,           0.0077663,           0.0077663
                 334,            0.018045,            0.016054,           0.0093438,             0.87797,             0.86627,             0.92843,             0.79642,            0.011806,           0.0088431,           0.0064105,           0.0077541,           0.0077541,           0.0077541
                 335,            0.018804,            0.016054,            0.011344,              0.8782,             0.86569,             0.92847,             0.79617,            0.011808,            0.008844,           0.0064046,           0.0077418,           0.0077418,           0.0077418
                 336,            0.018682,            0.016169,            0.011455,             0.87114,             0.87171,              0.9285,             0.79625,            0.011809,           0.0088459,           0.0064022,           0.0077296,           0.0077296,           0.0077296
                 337,            0.017502,            0.016495,            0.010683,             0.87211,             0.87146,             0.92855,              0.7964,            0.011812,           0.0088483,           0.0064102,           0.0077173,           0.0077173,           0.0077173
                 338,            0.017975,            0.016392,             0.01229,             0.87309,             0.87081,              0.9285,             0.79648,            0.011814,           0.0088498,           0.0064173,            0.007705,            0.007705,            0.007705
                 339,            0.018363,            0.016899,            0.010887,             0.87288,             0.87102,             0.92845,             0.79674,            0.011818,           0.0088524,           0.0064218,           0.0076926,           0.0076926,           0.0076926
                 340,              0.0185,              0.0167,             0.01296,             0.86964,             0.87415,             0.92853,             0.79656,             0.01182,           0.0088532,           0.0064257,           0.0076803,           0.0076803,           0.0076803
                 341,            0.018091,            0.016918,            0.011597,             0.87661,             0.86797,             0.92858,             0.79666,            0.011821,           0.0088548,           0.0064293,           0.0076679,           0.0076679,           0.0076679
                 342,            0.018229,            0.016778,            0.011838,             0.87716,             0.86827,             0.92857,             0.79667,            0.011822,           0.0088551,           0.0064326,           0.0076555,           0.0076555,           0.0076555
                 343,            0.017642,            0.016232,            0.011375,             0.87659,             0.86756,             0.92853,             0.79627,            0.011822,           0.0088552,           0.0064292,           0.0076431,           0.0076431,           0.0076431
                 344,            0.017577,            0.016624,            0.011653,              0.8757,             0.86814,             0.92849,             0.79627,            0.011822,           0.0088555,           0.0064263,           0.0076306,           0.0076306,           0.0076306
                 345,            0.017844,             0.01653,            0.010154,             0.88737,             0.85843,             0.92846,             0.79613,            0.011824,           0.0088556,           0.0064332,           0.0076182,           0.0076182,           0.0076182
                 346,            0.018456,             0.01633,            0.011245,             0.88841,             0.85794,             0.92852,             0.79607,            0.011821,           0.0088555,           0.0064351,           0.0076057,           0.0076057,           0.0076057
                 347,            0.018763,            0.016383,            0.010673,             0.88842,              0.8585,             0.92854,             0.79587,             0.01182,           0.0088563,           0.0064385,           0.0075932,           0.0075932,           0.0075932
                 348,            0.017977,            0.016167,             0.01115,             0.88905,             0.85817,             0.92856,             0.79579,             0.01182,           0.0088571,           0.0064445,           0.0075807,           0.0075807,           0.0075807
                 349,            0.017379,            0.016167,           0.0097172,             0.88905,               0.858,             0.92864,             0.79582,             0.01182,           0.0088586,           0.0064427,           0.0075681,           0.0075681,           0.0075681
                 350,            0.018314,            0.016197,             0.01036,             0.87949,             0.86671,              0.9287,               0.796,             0.01182,           0.0088589,           0.0064487,           0.0075555,           0.0075555,           0.0075555
                 351,            0.018082,            0.016314,            0.011322,             0.87911,             0.86699,             0.92861,             0.79593,            0.011821,             0.00886,           0.0064518,            0.007543,            0.007543,            0.007543
                 352,            0.018119,            0.016234,           0.0092727,             0.87946,             0.86673,             0.92854,             0.79611,            0.011821,           0.0088617,           0.0064567,           0.0075304,           0.0075304,           0.0075304
                 353,            0.017958,            0.015858,           0.0094133,             0.88658,             0.86014,             0.92852,             0.79584,            0.011822,           0.0088633,           0.0064609,           0.0075177,           0.0075177,           0.0075177
                 354,            0.018274,            0.016214,            0.010888,             0.87843,             0.86786,             0.92857,             0.79559,            0.011821,           0.0088647,           0.0064629,           0.0075051,           0.0075051,           0.0075051
                 355,            0.017609,            0.016129,            0.010582,              0.8805,             0.86643,             0.92856,             0.79553,            0.011823,           0.0088657,           0.0064673,           0.0074924,           0.0074924,           0.0074924
                 356,            0.018139,            0.016582,            0.010392,             0.88317,             0.86404,             0.92852,             0.79538,            0.011824,           0.0088679,           0.0064743,           0.0074797,           0.0074797,           0.0074797
                 357,            0.018015,            0.016103,            0.010359,             0.88284,             0.86474,             0.92854,             0.79549,            0.011823,           0.0088676,           0.0064731,            0.007467,            0.007467,            0.007467
                 358,            0.017832,            0.015898,            0.011002,             0.88278,             0.86472,             0.92862,             0.79582,            0.011822,           0.0088672,           0.0064748,           0.0074543,           0.0074543,           0.0074543
                 359,            0.017495,            0.015892,            0.009616,             0.88325,             0.86459,             0.92863,             0.79569,            0.011821,            0.008868,           0.0064773,           0.0074416,           0.0074416,           0.0074416
                 360,            0.018019,             0.01609,           0.0092113,             0.88455,             0.86195,             0.92853,             0.79576,            0.011821,           0.0088689,           0.0064841,           0.0074288,           0.0074288,           0.0074288
                 361,            0.017549,            0.016029,            0.010228,             0.88486,             0.86208,             0.92851,             0.79566,            0.011823,           0.0088704,           0.0064864,            0.007416,            0.007416,            0.007416
                 362,             0.01786,            0.016013,            0.010176,             0.88709,             0.86011,             0.92842,             0.79575,            0.011823,           0.0088714,           0.0064953,           0.0074032,           0.0074032,           0.0074032
                 363,            0.017477,            0.016028,            0.011369,             0.88624,              0.8612,             0.92853,             0.79607,            0.011822,           0.0088722,           0.0065049,           0.0073904,           0.0073904,           0.0073904
                 364,               0.018,            0.015802,            0.011049,             0.88642,             0.86194,             0.92844,             0.79582,            0.011822,            0.008875,           0.0065199,           0.0073775,           0.0073775,           0.0073775
                 365,            0.017785,            0.015799,             0.01105,             0.86926,             0.87821,             0.92847,             0.79596,            0.011824,           0.0088766,           0.0065277,           0.0073647,           0.0073647,           0.0073647
                 366,            0.017889,            0.016043,            0.010436,             0.87067,             0.87724,             0.92852,             0.79612,            0.011824,           0.0088786,           0.0065351,           0.0073518,           0.0073518,           0.0073518
                 367,             0.01745,            0.015503,           0.0095915,             0.87108,             0.87768,             0.92858,             0.79631,            0.011825,           0.0088803,           0.0065375,           0.0073389,           0.0073389,           0.0073389
                 368,            0.017215,            0.015952,           0.0096547,             0.87185,             0.87768,             0.92858,             0.79581,            0.011826,           0.0088812,           0.0065409,            0.007326,            0.007326,            0.007326
                 369,            0.018138,            0.016149,           0.0098746,             0.87168,             0.87781,             0.92861,             0.79588,            0.011828,            0.008883,           0.0065401,           0.0073131,           0.0073131,           0.0073131
                 370,            0.017637,            0.015928,           0.0090187,             0.87044,             0.87861,             0.92873,             0.79571,            0.011828,           0.0088841,           0.0065387,           0.0073001,           0.0073001,           0.0073001
                 371,            0.017749,            0.016001,            0.010221,             0.87112,             0.87792,             0.92866,             0.79546,            0.011829,           0.0088851,           0.0065384,           0.0072872,           0.0072872,           0.0072872
                 372,            0.017657,            0.015875,            0.010227,             0.86804,             0.88068,             0.92871,             0.79557,             0.01183,           0.0088871,           0.0065392,           0.0072742,           0.0072742,           0.0072742
                 373,            0.017545,            0.015841,             0.01164,             0.86828,             0.88005,             0.92873,             0.79552,            0.011828,           0.0088883,           0.0065394,           0.0072612,           0.0072612,           0.0072612
                 374,            0.017928,             0.01614,            0.010573,             0.87216,             0.87701,             0.92876,             0.79569,            0.011825,           0.0088893,           0.0065419,           0.0072482,           0.0072482,           0.0072482
                 375,            0.017667,             0.01579,            0.010074,             0.86861,             0.88031,             0.92872,              0.7957,            0.011823,             0.00889,           0.0065432,           0.0072351,           0.0072351,           0.0072351
                 376,            0.017657,            0.015988,           0.0098599,             0.86836,             0.88061,             0.92871,             0.79567,            0.011822,           0.0088907,           0.0065491,           0.0072221,           0.0072221,           0.0072221
                 377,            0.017261,            0.015746,            0.010593,             0.87096,             0.87792,             0.92877,             0.79582,            0.011821,           0.0088921,           0.0065545,            0.007209,            0.007209,            0.007209
                 378,            0.017646,            0.016003,           0.0099783,             0.87086,             0.87826,             0.92876,             0.79613,            0.011821,           0.0088922,           0.0065575,           0.0071959,           0.0071959,           0.0071959
                 379,            0.017959,            0.016083,            0.010551,             0.87087,             0.87825,              0.9287,             0.79632,             0.01182,           0.0088928,           0.0065552,           0.0071828,           0.0071828,           0.0071828
                 380,            0.017211,            0.015703,           0.0089963,             0.87102,               0.878,             0.92875,             0.79637,            0.011818,           0.0088938,           0.0065563,           0.0071697,           0.0071697,           0.0071697
                 381,            0.017627,            0.015605,           0.0095374,              0.8709,             0.87832,             0.92871,             0.79642,            0.011817,           0.0088954,           0.0065626,           0.0071566,           0.0071566,           0.0071566
                 382,            0.017651,            0.015861,            0.010778,             0.87067,              0.8785,             0.92866,             0.79636,            0.011815,           0.0088958,           0.0065637,           0.0071434,           0.0071434,           0.0071434
                 383,            0.017017,            0.015979,           0.0099164,             0.87024,              0.8789,             0.92869,             0.79597,            0.011813,           0.0088958,           0.0065691,           0.0071302,           0.0071302,           0.0071302
                 384,            0.017516,            0.015748,           0.0099846,             0.87737,             0.87179,             0.92875,             0.79659,            0.011811,           0.0088958,           0.0065717,           0.0071171,           0.0071171,           0.0071171
                 385,             0.01714,            0.015504,           0.0093301,             0.88502,             0.86531,             0.92887,             0.79643,            0.011809,           0.0088967,           0.0065684,           0.0071039,           0.0071039,           0.0071039
                 386,            0.017302,            0.015385,           0.0091528,             0.88598,             0.86468,             0.92883,             0.79641,            0.011811,           0.0088973,           0.0065687,           0.0070906,           0.0070906,           0.0070906
                 387,            0.017309,             0.01507,           0.0085666,             0.88621,             0.86473,             0.92883,             0.79622,            0.011812,           0.0088987,           0.0065727,           0.0070774,           0.0070774,           0.0070774
                 388,            0.017122,            0.015648,           0.0098739,             0.88585,             0.86497,             0.92884,             0.79644,            0.011814,           0.0089029,           0.0065799,           0.0070642,           0.0070642,           0.0070642
                 389,            0.017605,            0.015927,            0.010138,             0.88667,             0.86474,             0.92878,             0.79605,            0.011816,           0.0089068,           0.0065864,           0.0070509,           0.0070509,           0.0070509
                 390,            0.017859,            0.015521,           0.0095671,             0.88664,             0.86517,             0.92884,             0.79623,            0.011817,           0.0089085,           0.0065906,           0.0070376,           0.0070376,           0.0070376
                 391,            0.017203,            0.015513,           0.0091093,             0.88655,             0.86554,             0.92888,              0.7964,            0.011818,           0.0089101,           0.0065918,           0.0070243,           0.0070243,           0.0070243
                 392,            0.017481,            0.015876,           0.0089245,             0.88606,             0.86598,             0.92892,             0.79643,            0.011819,           0.0089136,            0.006592,            0.007011,            0.007011,            0.007011
                 393,            0.017298,            0.015817,            0.010037,              0.8861,             0.86616,             0.92891,             0.79604,             0.01182,           0.0089153,           0.0065963,           0.0069977,           0.0069977,           0.0069977
                 394,            0.017503,            0.015654,           0.0093712,             0.88887,             0.86393,             0.92889,             0.79587,            0.011823,           0.0089164,           0.0065961,           0.0069843,           0.0069843,           0.0069843
                 395,            0.017597,            0.015586,             0.01009,             0.88851,             0.86422,             0.92886,             0.79616,            0.011825,            0.008918,              0.0066,            0.006971,            0.006971,            0.006971
                 396,            0.017081,            0.015345,           0.0092464,             0.88857,              0.8643,             0.92892,             0.79623,            0.011826,            0.008919,           0.0066075,           0.0069576,           0.0069576,           0.0069576
                 397,            0.017516,            0.016265,            0.010944,             0.89411,             0.85927,             0.92887,             0.79606,             0.01183,           0.0089193,           0.0066096,           0.0069442,           0.0069442,           0.0069442
                 398,            0.017539,            0.015794,            0.010247,             0.87604,             0.87621,              0.9289,             0.79591,            0.011833,           0.0089204,           0.0066113,           0.0069308,           0.0069308,           0.0069308
                 399,            0.017729,            0.016211,            0.010804,              0.8759,             0.87652,             0.92888,             0.79603,            0.011835,           0.0089215,           0.0066077,           0.0069174,           0.0069174,           0.0069174
                 400,            0.017302,            0.015963,           0.0098534,             0.87599,             0.87682,             0.92881,             0.79618,            0.011837,           0.0089225,           0.0066055,            0.006904,            0.006904,            0.006904
                 401,            0.016987,            0.015304,            0.010064,             0.87617,             0.87674,             0.92875,             0.79597,            0.011839,           0.0089249,           0.0065986,           0.0068906,           0.0068906,           0.0068906
                 402,            0.017373,            0.015787,            0.010009,             0.87637,             0.87695,             0.92873,             0.79618,             0.01184,            0.008926,           0.0065966,           0.0068771,           0.0068771,           0.0068771
                 403,            0.017443,            0.016133,             0.01129,              0.8767,              0.8763,             0.92866,             0.79625,            0.011843,            0.008926,           0.0066059,           0.0068637,           0.0068637,           0.0068637
                 404,            0.017092,             0.01602,            0.010404,              0.8772,              0.8763,              0.9287,             0.79658,            0.011844,           0.0089268,           0.0066092,           0.0068502,           0.0068502,           0.0068502
                 405,            0.017547,            0.015609,           0.0083766,             0.88103,             0.87491,             0.92895,             0.79639,            0.011844,           0.0089284,            0.006611,           0.0068367,           0.0068367,           0.0068367
                 406,            0.016908,            0.015294,            0.009554,             0.88157,             0.87451,             0.92886,             0.79635,            0.011848,           0.0089293,           0.0066079,           0.0068232,           0.0068232,           0.0068232
                 407,            0.017447,            0.015623,           0.0094772,             0.88191,             0.87444,             0.92893,             0.79644,            0.011849,           0.0089298,           0.0065989,           0.0068097,           0.0068097,           0.0068097
                 408,            0.016819,            0.015373,           0.0097516,             0.88297,              0.8735,             0.92899,             0.79641,            0.011851,           0.0089311,           0.0065936,           0.0067961,           0.0067961,           0.0067961
                 409,            0.017365,            0.015746,           0.0097934,             0.88375,             0.87305,             0.92896,             0.79633,            0.011854,           0.0089333,           0.0065915,           0.0067826,           0.0067826,           0.0067826
                 410,            0.017494,            0.015485,           0.0094001,             0.88493,             0.87314,               0.929,             0.79608,            0.011857,           0.0089345,           0.0065874,            0.006769,            0.006769,            0.006769
                 411,            0.017682,            0.015659,            0.011075,             0.88488,             0.87352,             0.92904,             0.79583,            0.011859,           0.0089362,           0.0065767,           0.0067555,           0.0067555,           0.0067555
                 412,            0.016724,            0.015657,           0.0098024,             0.88612,             0.87288,             0.92915,             0.79601,            0.011862,           0.0089389,           0.0065699,           0.0067419,           0.0067419,           0.0067419
                 413,            0.016853,            0.015265,           0.0082993,             0.88718,             0.87221,             0.92915,             0.79605,            0.011864,           0.0089417,           0.0065634,           0.0067283,           0.0067283,           0.0067283
                 414,            0.017612,            0.015816,           0.0091672,             0.88761,             0.87188,             0.92917,             0.79578,            0.011867,           0.0089432,           0.0065567,           0.0067147,           0.0067147,           0.0067147
                 415,            0.017219,            0.015473,           0.0093248,              0.8884,             0.87124,              0.9291,             0.79568,             0.01187,           0.0089447,           0.0065504,           0.0067011,           0.0067011,           0.0067011
                 416,             0.01712,            0.015418,            0.010423,             0.88884,             0.87259,             0.92914,             0.79585,            0.011872,           0.0089468,           0.0065359,           0.0066874,           0.0066874,           0.0066874
                 417,            0.016738,            0.015456,            0.010062,             0.88867,             0.87264,             0.92913,             0.79594,            0.011875,           0.0089491,           0.0065268,           0.0066738,           0.0066738,           0.0066738
                 418,            0.017323,            0.015477,            0.011245,              0.8883,             0.87211,             0.92918,             0.79576,            0.011876,           0.0089511,           0.0065132,           0.0066601,           0.0066601,           0.0066601
                 419,            0.017809,            0.015625,           0.0095417,             0.88907,             0.87101,             0.92917,             0.79584,            0.011878,           0.0089531,           0.0065041,           0.0066465,           0.0066465,           0.0066465
                 420,             0.01719,            0.015134,           0.0077685,             0.89055,             0.87068,             0.92942,             0.79563,            0.011882,           0.0089542,              0.0065,           0.0066328,           0.0066328,           0.0066328
                 421,            0.017134,             0.01557,            0.010613,             0.88982,             0.87083,             0.92937,             0.79582,            0.011886,           0.0089563,           0.0065039,           0.0066191,           0.0066191,           0.0066191
                 422,            0.017484,            0.015755,            0.011252,             0.88845,             0.87299,             0.92929,             0.79572,            0.011889,            0.008957,           0.0065012,           0.0066054,           0.0066054,           0.0066054
                 423,            0.016664,            0.015602,            0.010113,             0.88839,             0.87344,              0.9295,             0.79593,            0.011891,           0.0089574,           0.0064907,           0.0065917,           0.0065917,           0.0065917
                 424,            0.016308,            0.015583,           0.0088496,             0.88899,             0.87304,              0.9295,             0.79585,            0.011892,           0.0089582,           0.0064908,            0.006578,            0.006578,            0.006578
                 425,            0.016896,            0.015166,           0.0089996,             0.89032,             0.87173,             0.92951,             0.79611,            0.011893,           0.0089592,           0.0064922,           0.0065642,           0.0065642,           0.0065642
                 426,            0.017849,            0.015328,           0.0091501,             0.88883,             0.87314,             0.92941,             0.79573,            0.011893,           0.0089599,            0.006494,           0.0065505,           0.0065505,           0.0065505
                 427,            0.017278,            0.016009,             0.01031,             0.88894,             0.87302,             0.92951,             0.79576,            0.011896,           0.0089605,           0.0064987,           0.0065368,           0.0065368,           0.0065368
                 428,            0.016667,            0.015213,           0.0088674,             0.88787,             0.87354,             0.92949,             0.79581,            0.011902,           0.0089618,            0.006495,            0.006523,            0.006523,            0.006523
                 429,            0.017197,             0.01521,           0.0083406,             0.88787,             0.87338,             0.92949,             0.79582,            0.011909,           0.0089635,           0.0064966,           0.0065092,           0.0065092,           0.0065092
                 430,            0.016946,            0.015312,           0.0092679,             0.88788,             0.87323,             0.92946,             0.79579,            0.011914,           0.0089646,           0.0065013,           0.0064954,           0.0064954,           0.0064954
                 431,            0.016901,             0.01556,            0.010521,             0.88801,             0.87414,             0.93003,             0.79573,            0.011919,           0.0089641,           0.0065077,           0.0064816,           0.0064816,           0.0064816
                 432,            0.016611,            0.015303,           0.0090335,             0.88964,             0.87266,              0.9298,              0.7958,            0.011922,           0.0089661,           0.0065037,           0.0064678,           0.0064678,           0.0064678
                 433,            0.016569,            0.015282,           0.0092725,             0.88983,              0.8723,             0.92979,              0.7957,            0.011927,           0.0089682,           0.0065079,            0.006454,            0.006454,            0.006454
                 434,            0.016791,             0.01532,           0.0091545,             0.89058,             0.87263,             0.92984,             0.79592,             0.01193,           0.0089685,           0.0065135,           0.0064402,           0.0064402,           0.0064402
                 435,            0.016549,            0.015502,           0.0093981,              0.8903,             0.87236,             0.93002,             0.79583,            0.011932,           0.0089691,           0.0065248,           0.0064264,           0.0064264,           0.0064264
                 436,            0.016609,            0.015597,            0.010317,             0.88944,             0.87284,             0.92995,             0.79571,            0.011935,           0.0089695,           0.0065402,           0.0064125,           0.0064125,           0.0064125
                 437,            0.017043,            0.014871,           0.0087019,             0.89091,              0.8715,             0.92974,             0.79551,            0.011939,           0.0089711,           0.0065529,           0.0063987,           0.0063987,           0.0063987
                 438,            0.016836,            0.014933,           0.0083796,             0.88883,              0.8723,             0.92967,             0.79531,            0.011942,           0.0089729,           0.0065648,           0.0063848,           0.0063848,           0.0063848
                 439,            0.016584,             0.01481,           0.0078018,             0.88328,             0.87655,             0.92982,             0.79532,            0.011946,           0.0089735,           0.0065735,            0.006371,            0.006371,            0.006371
