               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.019841,            0.018764,            0.014298,             0.85577,             0.84345,             0.90585,              0.7682,            0.012026,           0.0086557,           0.0086276,           0.0094703,           0.0094703,           0.0094703
                 158,            0.020379,            0.018694,              0.0157,             0.84605,             0.85113,             0.90706,             0.76931,            0.012042,           0.0086906,           0.0086194,           0.0094636,           0.0094636,           0.0094636
                 159,            0.019685,            0.018481,            0.015072,             0.86154,             0.84119,             0.90762,             0.76964,            0.012055,           0.0087574,           0.0082522,           0.0094569,           0.0094569,           0.0094569
                 160,            0.020984,             0.01875,            0.016808,             0.86795,             0.83807,             0.90714,             0.76722,            0.011998,           0.0087148,           0.0082872,           0.0094502,           0.0094502,           0.0094502
                 161,            0.020226,            0.018699,            0.016716,             0.88464,             0.82589,             0.90883,              0.7701,            0.012094,           0.0086648,           0.0085843,           0.0094434,           0.0094434,           0.0094434
                 162,            0.020488,            0.018739,            0.017354,             0.85481,             0.85015,             0.90774,             0.76958,            0.012022,           0.0086609,           0.0088652,           0.0094365,           0.0094365,           0.0094365
                 163,            0.020787,            0.018666,            0.017249,              0.8397,             0.86024,             0.90666,             0.76914,             0.01198,           0.0086818,            0.008586,           0.0094297,           0.0094297,           0.0094297
                 164,            0.020902,            0.018579,            0.015509,             0.83991,             0.86296,             0.90685,             0.76774,            0.011945,            0.008747,           0.0083575,           0.0094228,           0.0094228,           0.0094228
                 165,            0.021113,            0.018488,            0.015614,             0.83152,             0.87293,              0.9061,             0.76774,            0.011984,           0.0087236,           0.0082912,           0.0094158,           0.0094158,           0.0094158
                 166,            0.020523,            0.018456,            0.014911,             0.86668,             0.84059,             0.90577,             0.76458,            0.012081,           0.0087206,           0.0087652,           0.0094088,           0.0094088,           0.0094088
                 167,            0.020689,            0.018555,             0.01371,              0.8666,             0.84338,             0.90721,             0.76621,            0.012174,           0.0087194,           0.0085687,           0.0094018,           0.0094018,           0.0094018
                 168,            0.020277,             0.01819,              0.0138,             0.86146,             0.84638,             0.90834,             0.76711,            0.012149,           0.0087249,           0.0084377,           0.0093948,           0.0093948,           0.0093948
                 169,            0.019949,            0.017821,            0.014422,             0.86799,              0.8411,              0.9096,             0.77029,            0.012121,           0.0087051,           0.0082078,           0.0093877,           0.0093877,           0.0093877
                 170,             0.02029,            0.018559,            0.016593,             0.86969,              0.8421,             0.91069,             0.77214,            0.011965,            0.008705,           0.0077872,           0.0093805,           0.0093805,           0.0093805
                 171,            0.020785,            0.018955,            0.017016,             0.85647,             0.85947,             0.90977,             0.77259,            0.011982,           0.0087065,           0.0080143,           0.0093733,           0.0093733,           0.0093733
                 172,            0.020055,            0.018316,             0.01507,             0.87579,              0.8448,             0.91129,             0.77398,             0.01193,           0.0086866,           0.0086423,           0.0093661,           0.0093661,           0.0093661
                 173,             0.02058,            0.018033,            0.014992,             0.87807,             0.84067,             0.91159,             0.77466,            0.011942,           0.0086963,           0.0087982,           0.0093589,           0.0093589,           0.0093589
                 174,            0.020239,            0.018482,             0.01473,             0.88882,             0.83901,             0.91305,             0.77598,            0.011919,           0.0086744,           0.0088434,           0.0093516,           0.0093516,           0.0093516
                 175,             0.01978,            0.018652,            0.016142,             0.88011,             0.85223,             0.91341,              0.7752,            0.011929,           0.0086981,            0.008686,           0.0093442,           0.0093442,           0.0093442
                 176,            0.020154,             0.01821,            0.013801,             0.85879,             0.86025,             0.91342,             0.77492,            0.011879,           0.0087388,            0.008482,           0.0093369,           0.0093369,           0.0093369
                 177,            0.020604,            0.018314,            0.016312,             0.87014,             0.84615,             0.91501,             0.77576,            0.011914,           0.0087573,           0.0086698,           0.0093295,           0.0093295,           0.0093295
                 178,              0.0204,            0.018972,            0.020315,             0.86817,             0.84628,             0.91351,             0.77482,            0.011957,           0.0087578,           0.0082535,            0.009322,            0.009322,            0.009322
                 179,            0.020753,            0.018666,            0.015825,             0.87761,             0.83698,             0.91042,             0.77323,            0.012024,           0.0087947,            0.008102,           0.0093146,           0.0093146,           0.0093146
                 180,            0.021024,            0.018904,            0.015549,             0.84693,             0.85853,             0.90986,             0.77359,            0.011983,            0.008776,            0.008142,            0.009307,            0.009307,            0.009307
                 181,            0.021178,            0.018783,            0.017343,             0.86784,             0.84088,             0.90878,             0.77149,            0.011927,           0.0087676,            0.008306,           0.0092995,           0.0092995,           0.0092995
                 182,             0.01978,            0.018599,             0.01711,             0.86415,             0.83921,             0.90652,             0.77124,            0.011859,           0.0087998,           0.0081881,           0.0092919,           0.0092919,           0.0092919
                 183,             0.02022,            0.018841,            0.015059,             0.86635,             0.83397,             0.90691,             0.77129,            0.011867,           0.0088339,           0.0078769,           0.0092843,           0.0092843,           0.0092843
                 184,             0.02092,            0.018434,             0.01366,             0.84778,             0.85266,             0.90692,             0.77283,            0.011872,            0.008826,           0.0076914,           0.0092766,           0.0092766,           0.0092766
                 185,            0.020816,            0.018461,            0.017251,             0.86441,             0.84595,             0.90845,             0.77531,            0.011854,           0.0087771,           0.0074694,           0.0092689,           0.0092689,           0.0092689
                 186,            0.020563,            0.018623,            0.015896,              0.8728,             0.84212,             0.91097,             0.77682,             0.01181,           0.0087209,           0.0073433,           0.0092611,           0.0092611,           0.0092611
                 187,            0.020395,             0.01826,            0.014659,             0.87553,             0.84178,             0.91138,             0.77778,            0.011825,            0.008682,           0.0072154,           0.0092534,           0.0092534,           0.0092534
                 188,            0.020423,            0.018753,            0.015363,             0.86819,             0.84701,             0.91103,             0.77666,            0.011806,           0.0086637,           0.0071704,           0.0092455,           0.0092455,           0.0092455
                 189,            0.019972,            0.018246,            0.015331,             0.87893,             0.84112,             0.91083,             0.77658,            0.011871,           0.0086743,           0.0071353,           0.0092377,           0.0092377,           0.0092377
                 190,            0.020129,            0.018071,            0.013583,             0.87379,             0.84293,             0.91088,             0.77562,            0.011944,            0.008678,            0.007235,           0.0092298,           0.0092298,           0.0092298
                 191,            0.019843,             0.01828,            0.014363,             0.87126,             0.84866,             0.91181,             0.77503,             0.01199,            0.008679,           0.0073144,           0.0092219,           0.0092219,           0.0092219
                 192,            0.020063,            0.018002,            0.013393,             0.87119,             0.84708,             0.91233,             0.77706,            0.011965,           0.0086637,           0.0071449,           0.0092139,           0.0092139,           0.0092139
                 193,            0.019801,            0.018416,            0.015368,             0.86911,             0.84738,             0.91249,             0.77717,            0.011917,           0.0086455,           0.0070249,           0.0092059,           0.0092059,           0.0092059
                 194,            0.020214,            0.018338,             0.01376,             0.87679,             0.84308,             0.91343,              0.7784,            0.011897,           0.0086315,           0.0070019,           0.0091979,           0.0091979,           0.0091979
                 195,            0.019934,            0.018242,            0.014413,             0.87231,             0.85176,             0.91489,             0.78035,            0.011843,            0.008634,           0.0070842,           0.0091898,           0.0091898,           0.0091898
                 196,            0.019502,            0.018156,             0.01381,             0.86858,              0.8575,             0.91541,             0.78055,            0.011834,           0.0086115,           0.0071709,           0.0091817,           0.0091817,           0.0091817
                 197,            0.020045,            0.017793,            0.012037,             0.87061,             0.85707,             0.91643,             0.78249,            0.011858,           0.0086068,           0.0071086,           0.0091735,           0.0091735,           0.0091735
                 198,            0.020165,            0.017953,            0.012063,             0.89245,              0.8386,             0.91693,             0.78289,            0.011879,           0.0086007,           0.0070245,           0.0091653,           0.0091653,           0.0091653
                 199,            0.019677,            0.017556,            0.012725,             0.85592,             0.87068,             0.91714,              0.7844,            0.011915,           0.0086144,           0.0071529,           0.0091571,           0.0091571,           0.0091571
                 200,            0.019766,            0.017685,            0.014167,             0.89323,              0.8382,              0.9178,              0.7837,            0.011921,            0.008621,           0.0071431,           0.0091489,           0.0091489,           0.0091489
                 201,            0.019603,            0.017967,            0.014634,             0.88528,             0.84652,             0.91823,             0.78387,            0.011912,           0.0086338,           0.0070068,           0.0091406,           0.0091406,           0.0091406
                 202,            0.019363,            0.017674,            0.013551,             0.89029,             0.84427,             0.91827,             0.78492,            0.011935,           0.0086589,           0.0069721,           0.0091322,           0.0091322,           0.0091322
                 203,            0.020001,            0.017669,            0.014045,              0.8806,             0.85319,              0.9191,             0.78474,             0.01192,           0.0086979,             0.00691,           0.0091239,           0.0091239,           0.0091239
                 204,            0.019808,            0.018209,            0.013751,             0.87166,             0.86356,             0.91823,             0.78435,            0.011932,           0.0087371,           0.0068746,           0.0091155,           0.0091155,           0.0091155
                 205,            0.020305,            0.018397,            0.017921,             0.86713,             0.86458,             0.91799,             0.78489,            0.011952,            0.008758,           0.0069167,           0.0091071,           0.0091071,           0.0091071
                 206,            0.019861,            0.018482,            0.014938,             0.85819,             0.87283,             0.91914,             0.78403,            0.011926,           0.0087719,           0.0069478,           0.0090986,           0.0090986,           0.0090986
                 207,            0.019875,            0.018359,            0.014981,             0.88766,             0.84555,             0.91983,             0.78461,            0.011888,           0.0087804,            0.006971,           0.0090901,           0.0090901,           0.0090901
                 208,            0.019814,             0.01804,            0.015301,             0.87475,             0.85643,             0.92076,             0.78553,            0.011876,           0.0087814,           0.0068562,           0.0090815,           0.0090815,           0.0090815
                 209,            0.019701,            0.017904,            0.013158,             0.85626,             0.87126,             0.92085,             0.78597,            0.011866,           0.0087783,           0.0067901,            0.009073,            0.009073,            0.009073
                 210,            0.019974,            0.018122,            0.014455,              0.8572,                0.87,             0.92045,              0.7868,            0.011882,           0.0087712,           0.0067277,           0.0090643,           0.0090643,           0.0090643
                 211,            0.019765,            0.017766,            0.014122,             0.87028,             0.86247,             0.92063,             0.78681,            0.011863,            0.008768,           0.0066496,           0.0090557,           0.0090557,           0.0090557
                 212,            0.019835,            0.017951,            0.013625,              0.8732,              0.8627,             0.92071,             0.78649,            0.011838,           0.0087678,           0.0066516,            0.009047,            0.009047,            0.009047
                 213,            0.020024,            0.017855,            0.013818,             0.87425,             0.85975,             0.92098,             0.78616,            0.011844,            0.008782,           0.0066389,           0.0090383,           0.0090383,           0.0090383
                 214,            0.019834,            0.018528,             0.01491,             0.86656,             0.86542,             0.92125,             0.78657,            0.011866,            0.008781,            0.006789,           0.0090295,           0.0090295,           0.0090295
                 215,            0.019507,            0.017701,             0.01252,             0.88395,             0.84883,             0.92113,             0.78641,            0.011865,           0.0087746,           0.0068317,           0.0090208,           0.0090208,           0.0090208
                 216,            0.019488,            0.017528,            0.013559,             0.86491,             0.86737,             0.92147,             0.78673,            0.011859,           0.0087688,           0.0068138,           0.0090119,           0.0090119,           0.0090119
                 217,            0.019428,            0.017503,            0.013172,              0.8573,             0.87314,             0.92164,             0.78708,            0.011869,           0.0087709,           0.0068758,           0.0090031,           0.0090031,           0.0090031
                 218,            0.019079,            0.017831,            0.014995,             0.85135,             0.87842,             0.92158,             0.78764,             0.01187,           0.0087611,           0.0068653,           0.0089942,           0.0089942,           0.0089942
                 219,            0.019537,            0.017832,            0.014206,              0.8491,             0.87908,             0.92188,             0.78817,             0.01185,            0.008746,           0.0068619,           0.0089853,           0.0089853,           0.0089853
                 220,            0.019067,            0.018408,            0.015463,             0.84517,              0.8821,             0.92231,             0.78995,            0.011824,           0.0087429,           0.0068664,           0.0089763,           0.0089763,           0.0089763
                 221,            0.019842,            0.018475,            0.014538,             0.84955,               0.883,             0.92314,             0.79135,             0.01181,           0.0087475,           0.0069437,           0.0089673,           0.0089673,           0.0089673
                 222,            0.020435,            0.018041,            0.014138,             0.85681,             0.87537,             0.92359,             0.79044,            0.011807,           0.0087516,            0.007057,           0.0089583,           0.0089583,           0.0089583
                 223,            0.019742,            0.018041,            0.013525,             0.85373,             0.87878,             0.92398,             0.79134,              0.0118,           0.0087498,           0.0071106,           0.0089492,           0.0089492,           0.0089492
                 224,              0.0191,            0.017809,            0.012703,             0.86991,             0.86198,             0.92417,             0.79161,             0.01178,           0.0087397,           0.0071346,           0.0089401,           0.0089401,           0.0089401
                 225,            0.020212,            0.017819,            0.013568,             0.87242,              0.8607,              0.9246,             0.79153,            0.011776,           0.0087433,           0.0071781,            0.008931,            0.008931,            0.008931
                 226,            0.019183,            0.017555,            0.012154,             0.86948,             0.86421,              0.9246,             0.79154,            0.011744,           0.0087442,           0.0072696,           0.0089218,           0.0089218,           0.0089218
                 227,            0.019409,            0.017493,            0.012258,             0.86452,              0.8672,             0.92471,             0.79185,            0.011733,           0.0087567,           0.0073132,           0.0089126,           0.0089126,           0.0089126
                 228,            0.019029,            0.017443,            0.012132,             0.86537,             0.86775,             0.92455,             0.79138,            0.011724,           0.0087678,           0.0073759,           0.0089034,           0.0089034,           0.0089034
                 229,            0.019217,            0.017298,             0.01331,             0.86465,             0.86821,             0.92483,             0.79172,            0.011725,           0.0087835,           0.0073231,           0.0088941,           0.0088941,           0.0088941
                 230,            0.019379,            0.017271,            0.012661,             0.87622,             0.85984,             0.92463,             0.79151,             0.01173,            0.008803,           0.0073242,           0.0088848,           0.0088848,           0.0088848
                 231,            0.019545,            0.017797,            0.014491,             0.87962,             0.85465,             0.92409,             0.79182,            0.011744,           0.0088152,           0.0073778,           0.0088755,           0.0088755,           0.0088755
                 232,            0.019646,            0.017637,            0.013904,             0.87983,             0.85329,             0.92472,             0.79249,            0.011742,           0.0088192,           0.0074077,           0.0088661,           0.0088661,           0.0088661
                 233,            0.018949,             0.01745,            0.014619,             0.88651,             0.84751,             0.92517,             0.79256,            0.011756,           0.0088346,           0.0074951,           0.0088567,           0.0088567,           0.0088567
                 234,            0.019224,            0.017846,             0.01324,             0.88289,             0.85153,             0.92446,             0.79187,            0.011771,           0.0088489,           0.0075915,           0.0088473,           0.0088473,           0.0088473
                 235,            0.018497,            0.017261,            0.013375,             0.88474,             0.85034,             0.92466,              0.7923,            0.011777,           0.0088491,           0.0076565,           0.0088378,           0.0088378,           0.0088378
                 236,            0.019295,            0.017553,            0.014293,             0.86563,             0.86614,             0.92466,             0.79215,            0.011772,           0.0088484,           0.0077085,           0.0088283,           0.0088283,           0.0088283
                 237,            0.019347,            0.018152,            0.014541,             0.87055,             0.86235,             0.92565,             0.79233,            0.011789,           0.0088516,           0.0077069,           0.0088188,           0.0088188,           0.0088188
                 238,            0.018922,             0.01786,            0.014043,             0.86502,             0.86888,             0.92587,             0.79316,            0.011795,            0.008848,           0.0076432,           0.0088092,           0.0088092,           0.0088092
                 239,            0.019141,            0.017791,            0.013864,             0.86421,              0.8707,             0.92611,              0.7934,            0.011799,           0.0088408,           0.0075444,           0.0087996,           0.0087996,           0.0087996
                 240,            0.019777,            0.017847,            0.015645,             0.86893,             0.86659,             0.92593,             0.79279,            0.011803,           0.0088368,           0.0074971,             0.00879,             0.00879,             0.00879
                 241,            0.019534,            0.018011,            0.013131,             0.86837,             0.86584,             0.92588,             0.79304,            0.011801,           0.0088308,            0.007467,           0.0087804,           0.0087804,           0.0087804
                 242,            0.019331,            0.018004,            0.013924,             0.86502,             0.86762,             0.92562,             0.79218,            0.011791,           0.0088218,           0.0074179,           0.0087707,           0.0087707,           0.0087707
                 243,            0.019475,            0.017802,             0.01334,             0.85993,             0.87291,             0.92541,             0.79303,            0.011778,           0.0088151,            0.007373,           0.0087609,           0.0087609,           0.0087609
                 244,            0.019606,            0.017394,            0.013294,             0.87037,             0.86487,             0.92548,              0.7928,            0.011773,           0.0088147,           0.0073374,           0.0087512,           0.0087512,           0.0087512
                 245,            0.019501,            0.017769,            0.013848,             0.87095,             0.86605,             0.92533,             0.79322,            0.011766,           0.0088101,           0.0072628,           0.0087414,           0.0087414,           0.0087414
                 246,            0.019301,            0.017498,            0.013442,             0.87199,              0.8639,             0.92576,             0.79372,            0.011769,           0.0088059,           0.0071709,           0.0087316,           0.0087316,           0.0087316
                 247,            0.019803,            0.018106,             0.01425,              0.8761,              0.8604,             0.92573,             0.79374,            0.011764,           0.0087999,           0.0071047,           0.0087217,           0.0087217,           0.0087217
                 248,            0.019238,            0.017807,            0.014726,             0.87695,             0.85871,              0.9257,             0.79452,            0.011765,           0.0087978,           0.0070387,           0.0087118,           0.0087118,           0.0087118
                 249,            0.019304,            0.017657,            0.014891,             0.88094,             0.85504,             0.92548,             0.79455,            0.011764,           0.0087934,           0.0070171,           0.0087019,           0.0087019,           0.0087019
                 250,            0.018806,            0.017423,            0.011748,             0.88599,             0.85223,             0.92538,             0.79423,            0.011771,           0.0087936,           0.0070047,            0.008692,            0.008692,            0.008692
                 251,            0.019073,            0.017547,            0.011967,             0.88661,             0.85119,             0.92502,             0.79326,             0.01178,           0.0087946,           0.0070023,            0.008682,            0.008682,            0.008682
                 252,            0.018718,            0.017476,            0.012188,              0.8857,             0.84876,             0.92476,             0.79302,            0.011783,           0.0087887,           0.0069822,            0.008672,            0.008672,            0.008672
                 253,            0.019755,            0.017133,            0.013215,             0.88083,             0.85485,             0.92493,             0.79286,            0.011779,           0.0087802,           0.0069655,           0.0086619,           0.0086619,           0.0086619
                 254,            0.019103,            0.017168,             0.01161,             0.87965,             0.85632,              0.9247,              0.7934,            0.011778,           0.0087767,           0.0069433,           0.0086519,           0.0086519,           0.0086519
                 255,            0.019304,              0.0169,             0.01244,             0.88147,              0.8548,             0.92462,             0.79366,            0.011781,           0.0087746,           0.0069458,           0.0086417,           0.0086417,           0.0086417
                 256,            0.019261,             0.01697,            0.012411,             0.88269,             0.85459,             0.92478,             0.79319,            0.011783,           0.0087749,           0.0069503,           0.0086316,           0.0086316,           0.0086316
                 257,            0.018908,            0.017003,            0.012296,             0.88045,             0.85622,              0.9248,             0.79294,            0.011787,            0.008781,           0.0069511,           0.0086214,           0.0086214,           0.0086214
                 258,            0.019628,            0.017243,            0.012704,             0.88087,             0.85521,             0.92472,             0.79266,             0.01179,           0.0087853,           0.0069537,           0.0086112,           0.0086112,           0.0086112
                 259,            0.019219,            0.016894,            0.013205,              0.8828,             0.85391,             0.92466,             0.79223,            0.011792,           0.0087893,           0.0069173,            0.008601,            0.008601,            0.008601
                 260,            0.019375,            0.017047,            0.011804,             0.88204,             0.85478,              0.9246,             0.79135,             0.01179,           0.0087896,           0.0068854,           0.0085908,           0.0085908,           0.0085908
                 261,            0.018932,            0.017439,            0.012396,             0.88496,             0.85335,             0.92463,             0.79206,            0.011789,           0.0087929,           0.0068721,           0.0085805,           0.0085805,           0.0085805
                 262,            0.018937,            0.017125,            0.014154,             0.88117,             0.85573,              0.9245,             0.79201,            0.011789,           0.0087959,           0.0068828,           0.0085701,           0.0085701,           0.0085701
                 263,            0.018768,            0.017529,            0.013617,               0.881,              0.8569,             0.92469,             0.79187,            0.011779,           0.0087977,           0.0068645,           0.0085598,           0.0085598,           0.0085598
                 264,            0.018677,            0.017179,            0.013484,             0.88169,             0.85713,             0.92476,             0.79064,            0.011779,           0.0087976,           0.0068427,           0.0085494,           0.0085494,           0.0085494
                 265,            0.019463,            0.017583,            0.013157,             0.88294,             0.85674,             0.92449,             0.79121,            0.011779,            0.008801,           0.0068382,            0.008539,            0.008539,            0.008539
                 266,            0.018976,            0.017387,            0.012197,             0.88263,             0.85738,             0.92458,             0.79132,            0.011779,           0.0088059,           0.0068214,           0.0085286,           0.0085286,           0.0085286
                 267,            0.019546,            0.017652,            0.013628,             0.88277,              0.8579,             0.92472,             0.79152,            0.011777,           0.0088084,           0.0068128,           0.0085181,           0.0085181,           0.0085181
                 268,            0.018256,            0.017262,            0.012738,             0.87913,             0.86054,             0.92476,             0.79161,            0.011774,           0.0088109,           0.0068019,           0.0085076,           0.0085076,           0.0085076
                 269,            0.019258,            0.017533,             0.01316,             0.88141,             0.86049,             0.92473,             0.79119,            0.011773,           0.0088138,            0.006774,           0.0084971,           0.0084971,           0.0084971
                 270,            0.018476,            0.017216,            0.013365,             0.88818,             0.85505,             0.92473,             0.79144,            0.011777,           0.0088133,           0.0067563,           0.0084865,           0.0084865,           0.0084865
                 271,            0.018692,            0.017569,            0.014206,             0.88705,             0.85804,             0.92483,              0.7914,            0.011784,           0.0088164,            0.006727,           0.0084759,           0.0084759,           0.0084759
                 272,            0.018775,            0.017631,            0.014847,             0.88676,             0.85887,             0.92461,             0.79142,            0.011793,           0.0088202,           0.0067045,           0.0084653,           0.0084653,           0.0084653
                 273,            0.019704,            0.017306,            0.012472,             0.88469,              0.8602,             0.92469,             0.79122,            0.011804,           0.0088241,           0.0066876,           0.0084546,           0.0084546,           0.0084546
                 274,            0.019215,            0.016702,            0.011523,             0.88197,             0.86269,             0.92471,             0.79128,            0.011813,           0.0088332,           0.0066797,            0.008444,            0.008444,            0.008444
                 275,            0.019357,            0.016826,            0.011758,             0.88597,             0.86081,             0.92486,             0.79099,            0.011822,           0.0088435,           0.0066683,           0.0084333,           0.0084333,           0.0084333
                 276,            0.019042,            0.016467,            0.011805,             0.88496,             0.86106,             0.92502,             0.79166,            0.011829,           0.0088454,           0.0066586,           0.0084225,           0.0084225,           0.0084225
                 277,            0.019557,            0.016327,            0.010368,             0.88536,             0.86102,             0.92518,             0.79208,            0.011838,            0.008848,           0.0066482,           0.0084118,           0.0084118,           0.0084118
                 278,            0.018674,            0.016681,            0.012227,             0.88527,             0.86109,             0.92527,             0.79202,            0.011842,           0.0088477,           0.0066509,            0.008401,            0.008401,            0.008401
                 279,            0.020022,            0.017235,            0.011989,              0.8846,             0.86116,              0.9253,             0.79195,            0.011847,           0.0088479,           0.0066581,           0.0083901,           0.0083901,           0.0083901
                 280,            0.018963,            0.016623,            0.010664,             0.88603,              0.8598,             0.92554,             0.79185,            0.011854,           0.0088503,           0.0066444,           0.0083793,           0.0083793,           0.0083793
                 281,            0.019308,            0.017401,            0.012871,             0.88551,             0.85942,             0.92566,             0.79194,            0.011856,           0.0088506,           0.0066201,           0.0083684,           0.0083684,           0.0083684
                 282,            0.018627,            0.016789,            0.011635,              0.8839,             0.85986,             0.92566,             0.79176,            0.011857,           0.0088512,           0.0066159,           0.0083575,           0.0083575,           0.0083575
                 283,            0.018869,            0.017593,            0.013431,             0.89013,             0.85404,             0.92562,             0.79206,            0.011859,            0.008854,           0.0066159,           0.0083466,           0.0083466,           0.0083466
                 284,            0.018369,            0.017706,             0.01422,             0.89074,             0.85506,             0.92575,             0.79251,            0.011859,           0.0088548,           0.0066209,           0.0083356,           0.0083356,           0.0083356
                 285,            0.018996,            0.016916,            0.011928,             0.88983,              0.8557,             0.92571,             0.79246,            0.011864,            0.008854,           0.0066174,           0.0083246,           0.0083246,           0.0083246
                 286,            0.018643,            0.016774,             0.01226,             0.89476,             0.85258,             0.92581,              0.7927,            0.011866,           0.0088523,           0.0066226,           0.0083136,           0.0083136,           0.0083136
                 287,            0.018599,            0.016765,            0.012259,             0.89242,             0.85364,             0.92582,             0.79253,            0.011868,           0.0088526,           0.0066214,           0.0083025,           0.0083025,           0.0083025
                 288,            0.018808,             0.01702,            0.012358,             0.89149,             0.85349,             0.92578,             0.79261,            0.011865,           0.0088506,           0.0066198,           0.0082915,           0.0082915,           0.0082915
                 289,            0.018751,             0.01664,            0.011786,             0.89112,             0.85354,               0.926,             0.79253,            0.011862,           0.0088504,           0.0066202,           0.0082804,           0.0082804,           0.0082804
                 290,            0.018984,            0.016614,            0.010526,             0.88656,             0.85609,             0.92593,             0.79262,            0.011859,           0.0088508,           0.0066186,           0.0082692,           0.0082692,           0.0082692
                 291,            0.018812,            0.016736,            0.011419,             0.88743,             0.85579,             0.92601,             0.79305,            0.011858,           0.0088523,           0.0066205,           0.0082581,           0.0082581,           0.0082581
                 292,             0.01918,            0.017302,            0.011483,             0.88788,             0.85588,             0.92615,             0.79311,            0.011856,           0.0088526,           0.0066138,           0.0082469,           0.0082469,           0.0082469
                 293,            0.018243,            0.017177,            0.011969,             0.88661,             0.85627,             0.92635,             0.79376,            0.011855,           0.0088511,              0.0066,           0.0082357,           0.0082357,           0.0082357
                 294,            0.018373,            0.016908,            0.011582,              0.8867,             0.85543,             0.92641,             0.79389,            0.011854,           0.0088469,            0.006591,           0.0082244,           0.0082244,           0.0082244
                 295,            0.018681,            0.016498,            0.010817,              0.8899,             0.85436,             0.92634,              0.7937,            0.011853,           0.0088462,           0.0065875,           0.0082132,           0.0082132,           0.0082132
                 296,            0.018729,            0.016525,            0.011537,             0.88776,              0.8571,             0.92644,              0.7937,            0.011847,           0.0088455,           0.0065804,           0.0082019,           0.0082019,           0.0082019
                 297,            0.018649,            0.016626,             0.01178,             0.88662,             0.85809,             0.92642,             0.79374,            0.011845,           0.0088454,           0.0065807,           0.0081906,           0.0081906,           0.0081906
                 298,            0.018602,            0.016956,            0.013244,             0.88738,             0.85803,             0.92657,               0.794,            0.011841,           0.0088444,            0.006588,           0.0081792,           0.0081792,           0.0081792
                 299,            0.019404,            0.017266,            0.012387,             0.88017,             0.86387,             0.92655,              0.7945,             0.01184,           0.0088452,           0.0065988,           0.0081679,           0.0081679,           0.0081679
                 300,            0.019406,             0.01691,            0.011482,             0.88031,             0.86664,             0.92661,             0.79474,            0.011836,           0.0088446,            0.006592,           0.0081565,           0.0081565,           0.0081565
                 301,            0.018506,            0.016695,            0.012017,             0.87979,             0.86683,             0.92703,             0.79468,            0.011833,            0.008846,           0.0065738,            0.008145,            0.008145,            0.008145
                 302,            0.017768,            0.016594,            0.010812,             0.87956,             0.86682,             0.92713,             0.79474,            0.011833,           0.0088471,            0.006554,           0.0081336,           0.0081336,           0.0081336
                 303,            0.018475,            0.016231,            0.011387,             0.88134,             0.86509,             0.92736,             0.79527,            0.011832,           0.0088483,           0.0065365,           0.0081221,           0.0081221,           0.0081221
                 304,            0.018326,             0.01682,            0.013475,             0.88315,             0.86351,             0.92732,             0.79494,             0.01183,           0.0088472,            0.006528,           0.0081106,           0.0081106,           0.0081106
                 305,            0.018475,            0.016685,            0.010218,             0.88725,             0.85949,             0.92747,             0.79505,            0.011828,           0.0088466,           0.0065268,           0.0080991,           0.0080991,           0.0080991
                 306,            0.018455,            0.016466,            0.010653,             0.88618,             0.85973,             0.92725,             0.79513,            0.011828,           0.0088466,            0.006525,           0.0080875,           0.0080875,           0.0080875
                 307,            0.018556,            0.016523,            0.011323,             0.87389,             0.87103,             0.92731,             0.79517,            0.011826,           0.0088482,            0.006527,           0.0080759,           0.0080759,           0.0080759
                 308,            0.018513,            0.016377,             0.01007,             0.87401,             0.87095,             0.92732,             0.79542,            0.011825,           0.0088491,           0.0065215,           0.0080643,           0.0080643,           0.0080643
                 309,             0.01876,            0.016256,            0.010968,             0.87453,              0.8707,              0.9274,             0.79541,            0.011824,           0.0088485,           0.0065065,           0.0080527,           0.0080527,           0.0080527
                 310,            0.018329,            0.016964,            0.012479,             0.87586,             0.86974,             0.92741,             0.79484,             0.01182,           0.0088471,           0.0064953,           0.0080411,           0.0080411,           0.0080411
                 311,            0.018286,            0.016876,            0.010473,             0.87628,              0.8687,             0.92749,             0.79537,            0.011814,           0.0088453,           0.0064828,           0.0080294,           0.0080294,           0.0080294
                 312,            0.018453,            0.016748,              0.0129,              0.8773,             0.86814,             0.92757,             0.79525,            0.011813,           0.0088443,           0.0064735,           0.0080177,           0.0080177,           0.0080177
                 313,            0.017906,             0.01685,            0.012302,             0.87755,              0.8687,             0.92753,             0.79508,            0.011813,           0.0088451,           0.0064631,           0.0080059,           0.0080059,           0.0080059
                 314,            0.017864,            0.016308,            0.010126,             0.87724,              0.8685,             0.92748,             0.79497,             0.01181,           0.0088445,           0.0064541,           0.0079942,           0.0079942,           0.0079942
                 315,            0.017987,            0.016622,            0.010483,             0.87592,             0.86992,             0.92752,             0.79558,            0.011809,           0.0088438,           0.0064444,           0.0079824,           0.0079824,           0.0079824
                 316,            0.018379,            0.016592,            0.011847,              0.8752,             0.87004,              0.9273,             0.79559,            0.011808,           0.0088444,           0.0064375,           0.0079706,           0.0079706,           0.0079706
